wf,action,structure_scale,base_h,later_h,matched_n,median_delta_entry_atr,median_delta_target_distance_atr,median_delta_risk_distance_atr,median_delta_RR,target_first_base,target_first_later,delta_target_first,E_R_lower_base,E_R_lower_later,delta_E_R_lower,E_R_upper_base,E_R_upper_later,delta_E_R_upper
WF2,INWARD,0.4,2,13,18566,0.0,0.2941176470588234,-0.12965050732807215,1.5,0.1853387913390068,0.1348163309275019,-0.050522460411504905,-0.30888429926161637,-0.3876522068372549,-0.06875447252673608,-0.2914664045732643,-0.37867040827891574,-0.07685600744584759
WF2,INWARD,0.4,5,13,851,0.0,0.19736842105263186,0.0,0.5666666666666673,0.09870740305522914,0.0881316098707403,-0.010575793184488837,-0.4995790522901525,-0.5497476696651858,-0.04037311122299438,-0.4804679411790414,-0.5454584539789114,-0.055295057963122944
WF2,INWARD,0.4,3,13,3277,0.0,0.10040160642570273,0.0,0.33186813186813247,0.11595971925541654,0.13091241989624658,0.014952700640830027,-0.4777880623811316,-0.48118807743284836,0.011885520009171981,-0.4720461419893976,4.572223648413485,5.441482228477449
WF2,INWARD,0.4,8,13,134,-0.24691951073862128,-0.3125,0.020104143371678013,-0.666666666666667,0.23880597014925373,0.23880597014925373,0.0,1.2894598012446672,0.22769046691204212,-1.3438077239475386,1.2894598012446672,0.22769046691204212,-1.3438077239475386
WF3,INWARD,0.4,2,13,18322,0.0,0.3030303030303034,-0.13513513513513514,1.5268183104604915,0.1791834952516101,0.12711494378342975,-0.05206855146818033,-0.28874935675517543,-0.3871612327585012,-0.08319952088090854,-0.2615516567077741,-0.37593301726296796,-0.08478583975505029
WF3,INWARD,0.4,3,13,2998,0.0,0.21008368880697081,-0.08101851851851849,1.3333984375,0.12108072048032022,0.10707138092061375,-0.014009339559706471,-0.21761368479592832,-0.3354600842772734,-0.13460316314848347,-0.20640347793354752,-0.33504430855857537,-0.14499106584407848
WF3,INWARD,0.4,5,13,805,0.1470588235293917,0.1470588235294119,-0.07042253521126762,1.0,0.10559006211180125,0.07329192546583851,-0.03229813664596273,-0.480368592441255,-0.5905086145826063,-0.07826840832154687,-0.46508683503915377,-0.5746843887173967,-0.07689409547796866
WF3,INWARD,0.4,8,13,117,-0.10791366906474309,0.10791366906474842,-0.10355029585798817,1.6666666666666667,0.03418803418803419,0.05982905982905983,0.02564102564102564,-0.8587962962962963,-0.7644079957050282,0.09763082803492144,-0.8587962962962963,-0.7644079957050282,0.09763082803492144
WF1,INWARD,0.8,2,13,13308,0.0,0.4545454545454546,-0.20000000000000004,1.375,0.24609257589419897,0.147956116621581,-0.09813645927261798,-0.16168737214243123,-0.43867746214922915,-0.28762255583159013,-0.15053945453025727,-0.43229158675819257,-0.29177068565392056
WF1,INWARD,0.8,5,13,3412,0.09966379943142556,0.21276595744680848,-0.09400373519776922,0.7698412698412699,0.14947245017584995,0.11694021101992966,-0.03253223915592028,-0.3969882423818293,-0.5424334504922319,-0.14930051529999225,-0.3959551592477943,-0.5354337712106412,-0.1427420385089495
WF1,INWARD,0.8,3,13,4468,0.0,0.22103452926895062,-0.15625,1.0,0.19740376007162042,0.14391226499552373,-0.053491495076096685,-0.15474129833298086,-0.493328797472744,-0.23242588198026032,-0.14659315018483274,-0.4886394275775293,-0.2306983038574158
WF1,INWARD,0.8,8,13,1538,0.07370453233256313,0.09187103304684419,-0.04854368932038833,0.24370329362923004,0.13719115734720416,0.12093628088426528,-0.016254876462938883,-0.45149562380513725,-0.5198838098395098,-0.06772753294755196,-0.45149562380513725,-0.5170999802582946,-0.06468278844133009
WF2,INWARD,0.8,2,13,12752,0.07825589396844634,0.3855569008302766,-0.20339216767788193,1.2430555555555554,0.2371392722710163,0.13676286072772897,-0.10037641154328733,-0.20274483532842025,-0.40797698467445975,-0.19226654529313275,-0.19320326062901094,-0.39887930851502484,-0.19173983750401108
WF2,INWARD,0.8,8,13,1442,0.0,0.0,-0.02603533366709021,0.2500167612499875,0.14909847434119278,0.1664355062413315,0.017337031900138695,-0.3657932059887709,-0.24377046299615548,0.10957383692792802,-0.3657932059887709,-0.24276878571952418,0.11064343839897141
WF2,INWARD,0.8,5,13,3577,0.0,0.12987012987012925,-0.09259259259259259,0.8181818181818181,0.19289907743919485,0.14341627061783618,-0.04948280682135868,-0.2466465756277136,-0.4419192392529323,-0.1797716729000982,-0.24564573281271151,-0.4355330520299538,-0.17376011516776663
WF2,INWARD,0.8,3,13,4320,0.04252252252253186,0.23809523809523814,-0.13157894736842113,1.03027152757776,0.20300925925925925,0.16296296296296298,-0.040046296296296295,-0.18920229340547717,-0.38201678692993757,-0.18392629684159426,-0.18635640743078538,-0.37128390661281596,-0.1751696796318983
WF3,INWARD,0.8,2,13,12229,0.027624309392308533,0.3571428571428572,-0.234375,1.5,0.2318259874069834,0.15528661378689998,-0.07653937362008341,-0.17725537198734365,-0.36070802963009224,-0.16500668891185324,-0.16948362991899557,-0.34198918174923737,-0.1526953556080798
WF3,INWARD,0.8,3,13,4380,0.0,0.2272727272727274,-0.18911666228991597,1.1002082536083404,0.20205479452054795,0.14406392694063927,-0.05799086757990868,-0.06539717632509523,-0.3288622225027096,-0.3075416657856778,-0.050256706512398816,-0.32244455224461643,-0.31636788533291943
WF3,INWARD,0.8,8,13,1483,0.0,0.0,-0.10962282895412967,0.41666666666666674,0.14295347269049224,0.1335131490222522,-0.009440323668240054,-0.3801844316737856,-0.2982885620562509,0.050639411103369614,-0.37508672564150014,-0.28064472210314384,0.06547244877217973
WF3,INWARD,0.8,5,13,3424,0.1470588235293917,0.058363356124530696,-0.10656779603596034,0.8108705020469726,0.14865654205607476,0.11477803738317757,-0.03387850467289719,-0.2778156341236474,-0.5085259536243812,-0.24799860886459732,-0.27078696439054745,-0.5040264272587355,-0.2504233997672243
WF1,INWARD,1.2,5,13,4512,0.0,0.246951219512195,-0.18292682926829273,0.6666666666666665,0.23891843971631205,0.17176418439716312,-0.06715425531914894,-0.2138584942156685,-0.3864857039998984,-0.167984780879247,-0.2110216863023786,-0.379437731972238,-0.16287215321248802
WF1,INWARD,1.2,8,13,3366,0.0,0.04455092665927457,-0.14285714285714302,0.419642857142857,0.22786690433749257,0.18805704099821746,-0.0398098633392751,-0.1460485664983457,-0.3631108938116831,-0.20944392288769534,-0.13820617652667816,-0.3600521753477402,-0.21431445858827056
WF1,INWARD,1.2,3,13,4113,0.0,0.3125,-0.2777777777777777,0.9553571428571428,0.27449550206661805,0.16362752248966692,-0.11086797957695113,-0.17340520064074588,-0.4310397358429728,-0.28357959376897635,-0.16942510113825834,-0.42653534366213813,-0.28238424602225914
WF1,INWARD,1.2,2,13,7284,0.0,0.5633802816901408,-0.3055002488800398,1.2321428571428572,0.29983525535420097,0.18245469522240526,-0.11738056013179572,-0.11764204562571769,-0.38768921459373423,-0.2804225803576327,-0.1115987340601211,-0.3781274229842842,-0.2753474037975676
WF2,INWARD,1.2,5,13,4696,0.0,0.20833333333333315,-0.19633427546516913,0.7833333333333333,0.23764906303236796,0.18356047700170358,-0.054088586030664396,-0.20420928955591935,-0.3454267167699062,-0.10114035264537916,-0.19817529080797677,17.32481885562881,19.669986464988618
WF2,INWARD,1.2,2,13,7108,0.14493651011287056,0.4545454545454546,-0.29925373134328365,1.1025903256630771,0.28404614518852,0.16530669667979742,-0.11873944850872256,-0.13690380380315212,-0.40391042749659917,-0.2528346849759046,-0.1310749868319,-0.3885010561386545,-0.2416659439477106
WF2,INWARD,1.2,8,13,3324,-0.053332888892555275,0.0,-0.1789381781993904,0.41895604395604424,0.22743682310469315,0.19464500601684717,-0.03279181708784597,-0.15340145516736048,-0.2998892888270465,-0.14419556497844319,-0.14438358751906571,-0.29443705811742626,-0.14751470433902203
WF2,INWARD,1.2,3,13,4041,0.0,0.37037037037037024,-0.25638778433277587,1.2115384615384617,0.2623113090819104,0.1759465478841871,-0.08636476119772334,-0.12286253890157083,-0.38545531765210633,-0.2619927160159317,-0.11995071723310946,-0.37593087227208494,-0.25468871403044235
WF3,INWARD,1.2,2,13,6438,0.03333333333330302,0.42857621178807825,-0.36363636363636365,1.538955389325602,0.28735632183908044,0.17691829760795277,-0.11043802423112768,-0.13493614348095223,-0.3486340423072621,-0.19575443825028863,-0.1285319139736061,-0.34506545152315576,-0.1984872803535599
WF3,INWARD,1.2,3,13,3880,0.0,0.37702074277451425,-0.2941176470588236,1.2630046583850931,0.25412371134020617,0.1592783505154639,-0.09484536082474226,-0.08071801489953732,-0.3967195107282765,-0.3350079768265418,-0.0713765127681588,-0.3901617992709587,-0.3375441261485474
WF3,INWARD,1.2,5,13,4667,0.0,0.18867924528301838,-0.23809523809523792,0.8888888888888888,0.24019712877651597,0.19220055710306408,-0.04799657167345189,-0.1473879845166789,-0.27451837291246917,-0.16336316019906294,-0.1441152716453349,-0.24126774204112453,-0.12966194107366513
WF3,INWARD,1.2,8,13,3279,0.01375008384195553,0.05284109604943854,-0.16666666666666674,0.41666666666666674,0.18999695028972247,0.18511741384568467,-0.004879536444037816,-0.28106989167591634,-0.26384133376440133,-0.002628779930135844,-0.2707118114359463,-0.2548138866544138,-0.003376244507535916
WF1,OUTWARD,0.2,8,13,56,0.023255813953497295,0.0,0.0,5.0,0.05357142857142857,0.0,-0.05357142857142857,-0.8458333333333334,-1.0,-0.1581196581196581,-0.8458333333333334,-1.0,-0.1581196581196581
WF3,OUTWARD,0.2,8,13,36,-0.09615384615381117,0.19230769230769162,0.0,-1.5,0.25,0.2222222222222222,-0.027777777777777776,-0.30092592592592593,-0.3240740740740741,-0.023148148148148147,-0.30092592592592593,-0.3240740740740741,-0.023148148148148147
WF1,INWARD,0.2,8,13,57,-0.16949152542373724,-0.1694915254237288,0.0423728813559322,-3.416666666666666,0.7017543859649122,0.7192982456140351,0.017543859649122806,6.101190476190475,3.9894736842105263,-2.0226190476190475,6.101190476190475,3.9894736842105263,-2.0226190476190475
WF2,INWARD,0.2,8,13,32,0.3923076923076678,0.3349263705259966,0.0,0.3392857142857144,0.09375,0.0625,-0.03125,-0.8160919540229885,-0.4166666666666667,0.393939393939394,-0.8160919540229885,-0.4166666666666667,0.393939393939394
WF2,OUTWARD,0.2,8,13,53,0.0,-0.09803530467737143,0.0,0.0,0.07547169811320754,0.39622641509433965,0.32075471698113206,-0.7911949685534592,0.6501203729932558,1.4413153415467148,-0.7911949685534592,0.6501203729932558,1.4413153415467148
WF3,INWARD,0.2,8,13,21,0.0,0.0,0.0,1.5,0.14285714285714285,0.047619047619047616,-0.09523809523809523,-0.38095238095238093,-0.65,-0.3,-0.38095238095238093,-0.65,-0.3
