candidate_id,symbol,trading_day,touch_time,reward_observation_end_time,split
CU:5m:1:1:8458:8472:2,CU,2025-05-28,2025-05-27 21:05:00,2025-05-27 22:05:00,TRAIN
CU:5m:0:1:8458:8480:2,CU,2025-05-28,2025-05-27 21:05:00,2025-05-27 22:05:00,TRAIN
CU:5m:1:1:8458:8472:3,CU,2025-05-28,2025-05-27 21:25:00,2025-05-27 22:25:00,TRAIN
CU:5m:0:1:8458:8480:3,CU,2025-05-28,2025-05-27 21:25:00,2025-05-27 22:25:00,TRAIN
CU:5m:1:1:8373:8378:4,CU,2025-05-28,2025-05-27 21:30:00,2025-05-27 22:30:00,TRAIN
CU:5m:1:1:8373:8378:5,CU,2025-05-28,2025-05-27 21:50:00,2025-05-27 22:50:00,TRAIN
CU:5m:1:1:8458:8472:4,CU,2025-05-28,2025-05-27 21:50:00,2025-05-27 22:50:00,TRAIN
CU:5m:0:1:8458:8480:4,CU,2025-05-28,2025-05-27 21:50:00,2025-05-27 22:50:00,TRAIN
CU:5m:1:1:8373:8378:6,CU,2025-05-28,2025-05-27 22:35:00,2025-05-27 23:35:00,TRAIN
CU:5m:1:1:8458:8472:5,CU,2025-05-28,2025-05-27 22:35:00,2025-05-27 23:35:00,TRAIN
CU:5m:0:1:8458:8480:5,CU,2025-05-28,2025-05-27 22:35:00,2025-05-27 23:35:00,TRAIN
CU:5m:1:1:8458:8472:6,CU,2025-05-28,2025-05-27 22:55:00,2025-05-27 23:55:00,TRAIN
CU:5m:0:1:8458:8480:6,CU,2025-05-28,2025-05-27 22:55:00,2025-05-27 23:55:00,TRAIN
CU:5m:1:1:8373:8378:7,CU,2025-05-28,2025-05-27 23:00:00,2025-05-28 00:00:00,TRAIN
CU:5m:1:1:8373:8378:8,CU,2025-05-28,2025-05-27 23:25:00,2025-05-28 00:25:00,TRAIN
CU:5m:1:1:8373:8378:9,CU,2025-05-28,2025-05-27 23:35:00,2025-05-28 00:35:00,TRAIN
CU:5m:1:-1:8565:8580:1,CU,2025-05-28,2025-05-28 09:05:00,2025-05-28 09:20:00,TRAIN
CU:15m:1:-1:2855:2860:1,CU,2025-05-28,2025-05-28 09:05:00,2025-05-28 09:20:00,TRAIN
CU:5m:1:1:8373:8378:10,CU,2025-05-28,2025-05-28 09:50:00,2025-05-28 11:00:00,TRAIN
CU:5m:1:1:8582:8601:1,CU,2025-05-28,2025-05-28 09:50:00,2025-05-28 11:00:00,TRAIN
CU:5m:1:-1:8626:8631:1,CU,2025-05-28,2025-05-28 14:35:00,2025-05-28 21:05:00,TRAIN
M:5m:1:-1:6382:6390:1,M,2025-05-28,2025-05-28 09:20:00,2025-05-28 10:35:00,TRAIN
M:5m:1:-1:6382:6390:2,M,2025-05-28,2025-05-28 09:35:00,2025-05-28 10:35:00,TRAIN
M:1h:1:-1:528:532:3,M,2025-05-28,2025-05-28 10:00:00,2025-05-28 10:35:00,TRAIN
M:1h:1:-1:528:532:4,M,2025-05-28,2025-05-28 10:35:00,2025-05-28 11:25:00,TRAIN
M:15m:1:1:2133:2144:1,M,2025-05-28,2025-05-28 13:45:00,2025-05-28 14:45:00,TRAIN
M:5m:1:1:6401:6429:1,M,2025-05-28,2025-05-28 14:00:00,2025-05-28 15:00:00,TRAIN
M:5m:1:1:6401:6429:2,M,2025-05-28,2025-05-28 14:40:00,2025-05-28 21:15:00,TRAIN
RB:5m:1:1:6375:6380:2,RB,2025-05-28,2025-05-27 21:35:00,2025-05-27 22:35:00,TRAIN
RB:5m:1:1:6375:6380:3,RB,2025-05-28,2025-05-27 21:55:00,2025-05-27 22:55:00,TRAIN
RB:5m:1:1:6375:6380:4,RB,2025-05-28,2025-05-27 22:40:00,2025-05-28 09:05:00,TRAIN
RB:5m:1:-1:6406:6411:1,RB,2025-05-28,2025-05-28 09:05:00,2025-05-28 09:30:00,TRAIN
RB:5m:1:-1:6406:6411:2,RB,2025-05-28,2025-05-28 09:30:00,2025-05-28 09:45:00,TRAIN
RB:5m:1:-1:6438:6440:1,RB,2025-05-28,2025-05-28 14:25:00,2025-05-28 21:25:00,TRAIN
AG:5m:1:-1:10274:10283:1,AG,2025-05-29,2025-05-28 22:05:00,2025-05-28 22:35:00,TRAIN
AG:5m:1:1:10289:10293:1,AG,2025-05-29,2025-05-28 22:15:00,2025-05-28 23:10:00,TRAIN
AG:15m:1:1:3400:3404:1,AG,2025-05-29,2025-05-28 22:40:00,2025-05-28 23:40:00,TRAIN
AG:5m:1:1:10202:10213:1,AG,2025-05-29,2025-05-28 22:50:00,2025-05-28 23:50:00,TRAIN
AG:5m:1:-1:10320:10326:1,AG,2025-05-29,2025-05-29 01:20:00,2025-05-29 02:20:00,TRAIN
AG:5m:1:-1:10338:10347:1,AG,2025-05-29,2025-05-29 09:50:00,2025-05-29 11:05:00,TRAIN
AG:15m:1:-1:3446:3449:1,AG,2025-05-29,2025-05-29 09:50:00,2025-05-29 11:05:00,TRAIN
AG:5m:1:-1:10294:10299:1,AG,2025-05-29,2025-05-29 09:55:00,2025-05-29 11:10:00,TRAIN
AG:5m:1:-1:10294:10299:2,AG,2025-05-29,2025-05-29 10:50:00,2025-05-29 13:50:00,TRAIN
AG:5m:1:-1:10294:10299:3,AG,2025-05-29,2025-05-29 11:15:00,2025-05-29 14:15:00,TRAIN
AG:5m:1:-1:10274:10283:2,AG,2025-05-29,2025-05-29 13:35:00,2025-05-29 14:35:00,TRAIN
CU:5m:1:-1:8626:8631:2,CU,2025-05-29,2025-05-28 21:05:00,2025-05-28 22:05:00,TRAIN
CU:5m:1:1:8641:8643:1,CU,2025-05-29,2025-05-28 21:30:00,2025-05-28 22:30:00,TRAIN
CU:5m:1:1:8366:8371:1,CU,2025-05-29,2025-05-28 23:15:00,2025-05-28 23:35:00,TRAIN
CU:15m:1:1:2787:2790:1,CU,2025-05-29,2025-05-28 23:15:00,2025-05-28 23:35:00,TRAIN
CU:1h:1:1:804:813:1,CU,2025-05-29,2025-05-28 23:15:00,2025-05-28 23:35:00,TRAIN
CU:5m:1:-1:8659:8669:1,CU,2025-05-29,2025-05-28 23:25:00,2025-05-29 00:25:00,TRAIN
CU:5m:1:1:8366:8371:2,CU,2025-05-29,2025-05-28 23:30:00,2025-05-29 00:30:00,TRAIN
CU:15m:1:1:2787:2790:2,CU,2025-05-29,2025-05-28 23:30:00,2025-05-29 00:30:00,TRAIN
CU:1h:1:1:804:813:2,CU,2025-05-29,2025-05-28 23:30:00,2025-05-29 00:30:00,TRAIN
CU:15m:0:1:2761:2793:1,CU,2025-05-29,2025-05-28 23:35:00,2025-05-29 00:35:00,TRAIN
CU:15m:0:1:2761:2793:2,CU,2025-05-29,2025-05-29 00:10:00,2025-05-29 09:05:00,TRAIN
CU:15m:0:1:2761:2793:3,CU,2025-05-29,2025-05-29 00:45:00,2025-05-29 09:05:00,TRAIN
CU:15m:1:-1:2881:2889:1,CU,2025-05-29,2025-05-29 09:05:00,2025-05-29 09:30:00,TRAIN
CU:15m:1:-1:2867:2872:1,CU,2025-05-29,2025-05-29 14:05:00,2025-05-29 21:05:00,TRAIN
CU:15m:1:-1:2867:2872:2,CU,2025-05-29,2025-05-29 14:30:00,2025-05-29 21:05:00,TRAIN
M:5m:1:1:6459:6463:1,M,2025-05-29,2025-05-28 21:45:00,2025-05-28 22:45:00,TRAIN
M:5m:1:1:6459:6463:2,M,2025-05-29,2025-05-29 09:05:00,2025-05-29 09:20:00,TRAIN
M:5m:1:1:6348:6371:1,M,2025-05-29,2025-05-29 09:25:00,2025-05-29 09:50:00,TRAIN
M:15m:1:1:2092:2108:2,M,2025-05-29,2025-05-29 09:25:00,2025-05-29 09:50:00,TRAIN
M:15m:1:1:2120:2123:1,M,2025-05-29,2025-05-29 09:25:00,2025-05-29 09:50:00,TRAIN
M:15m:0:1:2092:2124:1,M,2025-05-29,2025-05-29 09:25:00,2025-05-29 09:50:00,TRAIN
M:1h:1:1:638:648:1,M,2025-05-29,2025-05-29 09:25:00,2025-05-29 09:50:00,TRAIN
M:5m:1:1:6157:6171:1,M,2025-05-29,2025-05-29 09:30:00,2025-05-29 10:45:00,TRAIN
M:5m:1:1:6282:6288:2,M,2025-05-29,2025-05-29 09:30:00,2025-05-29 10:45:00,TRAIN
M:5m:0:1:6282:6373:1,M,2025-05-29,2025-05-29 09:30:00,2025-05-29 10:45:00,TRAIN
M:15m:1:1:2046:2061:1,M,2025-05-29,2025-05-29 09:30:00,2025-05-29 10:45:00,TRAIN
M:1h:1:1:624:629:1,M,2025-05-29,2025-05-29 09:30:00,2025-05-29 10:45:00,TRAIN
M:5m:1:-1:6475:6486:1,M,2025-05-29,2025-05-29 13:50:00,2025-05-29 14:50:00,TRAIN
M:15m:1:-1:2154:2162:1,M,2025-05-29,2025-05-29 13:50:00,2025-05-29 14:50:00,TRAIN
M:5m:1:-1:6475:6486:2,M,2025-05-29,2025-05-29 14:05:00,2025-05-29 21:05:00,TRAIN
M:5m:1:-1:6475:6486:3,M,2025-05-29,2025-05-29 14:15:00,2025-05-29 21:05:00,TRAIN
M:5m:1:-1:6475:6486:4,M,2025-05-29,2025-05-29 14:50:00,2025-05-29 21:05:00,TRAIN
RB:5m:1:-1:6419:6428:1,RB,2025-05-29,2025-05-28 21:25:00,2025-05-28 22:25:00,TRAIN
RB:5m:1:1:6455:6462:1,RB,2025-05-29,2025-05-28 21:40:00,2025-05-28 22:40:00,TRAIN
RB:5m:1:-1:6406:6411:3,RB,2025-05-29,2025-05-29 09:05:00,2025-05-29 09:25:00,TRAIN
RB:5m:1:-1:6419:6428:2,RB,2025-05-29,2025-05-29 09:05:00,2025-05-29 09:25:00,TRAIN
RB:5m:1:-1:6463:6477:1,RB,2025-05-29,2025-05-29 09:05:00,2025-05-29 09:25:00,TRAIN
RB:15m:1:-1:2130:2140:1,RB,2025-05-29,2025-05-29 09:05:00,2025-05-29 09:25:00,TRAIN
RB:5m:1:-1:6419:6428:3,RB,2025-05-29,2025-05-29 09:20:00,2025-05-29 09:40:00,TRAIN
RB:5m:1:-1:6419:6428:4,RB,2025-05-29,2025-05-29 09:50:00,2025-05-29 11:05:00,TRAIN
RB:5m:1:-1:6406:6411:4,RB,2025-05-29,2025-05-29 10:00:00,2025-05-29 10:10:00,TRAIN
RB:15m:1:-1:2130:2140:2,RB,2025-05-29,2025-05-29 10:00:00,2025-05-29 10:10:00,TRAIN
RB:15m:1:-1:2130:2140:3,RB,2025-05-29,2025-05-29 10:35:00,2025-05-29 11:25:00,TRAIN
RB:15m:1:-1:2130:2140:4,RB,2025-05-29,2025-05-29 10:45:00,2025-05-29 11:25:00,TRAIN
RB:15m:1:-1:2130:2140:5,RB,2025-05-29,2025-05-29 11:20:00,2025-05-29 13:40:00,TRAIN
RB:5m:1:-1:6500:6509:1,RB,2025-05-29,2025-05-29 13:40:00,2025-05-29 14:00:00,TRAIN
RB:15m:1:-1:2130:2140:6,RB,2025-05-29,2025-05-29 13:40:00,2025-05-29 14:00:00,TRAIN
AG:5m:1:-1:10263:10270:1,AG,2025-05-30,2025-05-29 21:05:00,2025-05-29 21:25:00,TRAIN
AG:5m:1:-1:10386:10389:1,AG,2025-05-30,2025-05-29 21:05:00,2025-05-29 21:25:00,TRAIN
AG:15m:1:-1:3417:3436:1,AG,2025-05-30,2025-05-29 21:05:00,2025-05-29 21:25:00,TRAIN
AG:5m:1:-1:10263:10270:2,AG,2025-05-30,2025-05-29 21:25:00,2025-05-29 21:45:00,TRAIN
AG:15m:1:-1:3417:3436:2,AG,2025-05-30,2025-05-29 21:25:00,2025-05-29 21:45:00,TRAIN
AG:5m:1:1:10391:10396:1,AG,2025-05-30,2025-05-29 21:45:00,2025-05-29 22:45:00,TRAIN
AG:5m:1:1:10391:10396:2,AG,2025-05-30,2025-05-29 22:00:00,2025-05-29 23:00:00,TRAIN
AG:5m:1:1:10362:10374:1,AG,2025-05-30,2025-05-29 22:30:00,2025-05-29 23:10:00,TRAIN
AG:5m:1:1:10362:10374:2,AG,2025-05-30,2025-05-29 22:45:00,2025-05-29 23:45:00,TRAIN
AG:5m:1:-1:10263:10270:3,AG,2025-05-30,2025-05-30 00:10:00,2025-05-30 01:10:00,TRAIN
AG:5m:1:-1:10397:10404:1,AG,2025-05-30,2025-05-30 00:10:00,2025-05-30 01:10:00,TRAIN
AG:5m:1:-1:10263:10270:4,AG,2025-05-30,2025-05-30 01:05:00,2025-05-30 02:05:00,TRAIN
AG:5m:1:-1:10397:10404:2,AG,2025-05-30,2025-05-30 01:05:00,2025-05-30 02:05:00,TRAIN
AG:5m:1:-1:10263:10270:5,AG,2025-05-30,2025-05-30 01:50:00,2025-05-30 02:25:00,TRAIN
AG:5m:1:-1:10397:10404:3,AG,2025-05-30,2025-05-30 01:50:00,2025-05-30 02:25:00,TRAIN
AG:5m:1:-1:10263:10270:6,AG,2025-05-30,2025-05-30 02:00:00,2025-05-30 02:15:00,TRAIN
AG:5m:1:-1:10397:10404:4,AG,2025-05-30,2025-05-30 02:00:00,2025-05-30 02:15:00,TRAIN
AG:5m:1:1:10424:10428:1,AG,2025-05-30,2025-05-30 02:25:00,2025-05-30 09:20:00,TRAIN
AG:5m:1:1:10424:10428:2,AG,2025-05-30,2025-05-30 09:05:00,2025-05-30 09:20:00,TRAIN
AG:5m:1:1:10362:10374:3,AG,2025-05-30,2025-05-30 10:00:00,2025-05-30 10:15:00,TRAIN
AG:15m:1:1:3450:3452:1,AG,2025-05-30,2025-05-30 10:15:00,2025-05-30 11:15:00,TRAIN
AG:5m:1:1:10350:10357:1,AG,2025-05-30,2025-05-30 10:35:00,2025-05-30 13:35:00,TRAIN
AG:5m:1:1:10350:10357:2,AG,2025-05-30,2025-05-30 11:25:00,2025-05-30 14:20:00,TRAIN
CU:5m:1:1:8690:8691:1,CU,2025-05-30,2025-05-29 22:05:00,2025-05-29 23:05:00,TRAIN
CU:1h:1:1:804:813:3,CU,2025-05-30,2025-05-29 22:05:00,2025-05-29 23:05:00,TRAIN
CU:1h:1:1:804:813:4,CU,2025-05-30,2025-05-29 22:45:00,2025-05-29 23:35:00,TRAIN
CU:5m:1:1:8690:8691:2,CU,2025-05-30,2025-05-29 23:30:00,2025-05-30 00:30:00,TRAIN
CU:1h:1:1:804:813:5,CU,2025-05-30,2025-05-29 23:30:00,2025-05-30 00:30:00,TRAIN
CU:5m:1:1:8690:8691:3,CU,2025-05-30,2025-05-29 23:50:00,2025-05-30 00:50:00,TRAIN
CU:1h:1:1:804:813:6,CU,2025-05-30,2025-05-29 23:50:00,2025-05-30 00:50:00,TRAIN
CU:5m:1:1:8690:8691:4,CU,2025-05-30,2025-05-30 00:00:00,2025-05-30 01:00:00,TRAIN
CU:5m:1:-1:8757:8771:1,CU,2025-05-30,2025-05-30 00:15:00,2025-05-30 09:15:00,TRAIN
CU:5m:1:1:8690:8691:5,CU,2025-05-30,2025-05-30 00:25:00,2025-05-30 09:15:00,TRAIN
CU:5m:1:-1:8757:8771:2,CU,2025-05-30,2025-05-30 00:45:00,2025-05-30 09:15:00,TRAIN
CU:1h:1:1:804:813:7,CU,2025-05-30,2025-05-30 00:55:00,2025-05-30 09:20:00,TRAIN
CU:5m:1:1:8690:8691:6,CU,2025-05-30,2025-05-30 09:05:00,2025-05-30 09:20:00,TRAIN
CU:1h:1:1:804:813:8,CU,2025-05-30,2025-05-30 09:05:00,2025-05-30 09:20:00,TRAIN
CU:15m:0:1:2761:2793:4,CU,2025-05-30,2025-05-30 09:15:00,2025-05-30 09:20:00,TRAIN
CU:5m:0:1:8283:8380:1,CU,2025-05-30,2025-05-30 09:20:00,2025-05-30 10:35:00,TRAIN
CU:1h:1:1:721:729:12,CU,2025-05-30,2025-05-30 09:20:00,2025-05-30 10:35:00,TRAIN
CU:1h:1:1:784:790:4,CU,2025-05-30,2025-05-30 09:20:00,2025-05-30 10:35:00,TRAIN
CU:5m:1:-1:8757:8771:3,CU,2025-05-30,2025-05-30 09:25:00,2025-05-30 10:40:00,TRAIN
CU:5m:1:-1:8781:8786:1,CU,2025-05-30,2025-05-30 09:25:00,2025-05-30 10:40:00,TRAIN
CU:15m:0:1:2761:2793:5,CU,2025-05-30,2025-05-30 09:35:00,2025-05-30 10:40:00,TRAIN
CU:15m:0:1:2761:2793:6,CU,2025-05-30,2025-05-30 10:05:00,2025-05-30 11:00:00,TRAIN
CU:5m:0:1:8283:8380:2,CU,2025-05-30,2025-05-30 10:40:00,2025-05-30 11:10:00,TRAIN
CU:1h:1:1:721:729:13,CU,2025-05-30,2025-05-30 10:40:00,2025-05-30 11:10:00,TRAIN
CU:1h:1:1:784:790:5,CU,2025-05-30,2025-05-30 10:40:00,2025-05-30 11:10:00,TRAIN
CU:5m:1:-1:8794:8800:1,CU,2025-05-30,2025-05-30 10:50:00,2025-05-30 11:15:00,TRAIN
CU:5m:1:-1:8794:8800:2,CU,2025-05-30,2025-05-30 11:00:00,2025-05-30 14:00:00,TRAIN
CU:5m:1:-1:8757:8771:4,CU,2025-05-30,2025-05-30 11:10:00,2025-05-30 14:10:00,TRAIN
CU:5m:1:-1:8781:8786:2,CU,2025-05-30,2025-05-30 11:10:00,2025-05-30 14:10:00,TRAIN
CU:15m:0:1:2761:2793:7,CU,2025-05-30,2025-05-30 13:35:00,2025-05-30 14:20:00,TRAIN
CU:15m:0:1:2761:2793:8,CU,2025-05-30,2025-05-30 14:05:00,2025-05-30 14:20:00,TRAIN
CU:5m:0:1:8283:8380:3,CU,2025-05-30,2025-05-30 14:10:00,2025-06-03 09:05:00,TRAIN
CU:1h:1:1:721:729:14,CU,2025-05-30,2025-05-30 14:10:00,2025-06-03 09:05:00,TRAIN
CU:1h:1:1:784:790:6,CU,2025-05-30,2025-05-30 14:10:00,2025-06-03 09:05:00,TRAIN
CU:5m:0:1:8084:8134:1,CU,2025-05-30,2025-05-30 14:20:00,2025-06-03 09:05:00,TRAIN
CU:15m:0:1:2761:2793:9,CU,2025-05-30,2025-05-30 14:30:00,2025-06-03 09:05:00,TRAIN
CU:1h:1:1:804:813:9,CU,2025-05-30,2025-05-30 14:30:00,2025-06-03 09:05:00,TRAIN
CU:5m:0:1:8084:8134:2,CU,2025-05-30,2025-05-30 14:50:00,2025-06-03 09:05:00,TRAIN
M:15m:1:1:2168:2170:1,M,2025-05-30,2025-05-29 21:05:00,2025-05-29 21:55:00,TRAIN
M:15m:1:1:2168:2170:2,M,2025-05-30,2025-05-29 21:35:00,2025-05-29 22:35:00,TRAIN
M:15m:1:1:2168:2170:3,M,2025-05-30,2025-05-29 21:50:00,2025-05-29 22:50:00,TRAIN
M:15m:1:1:2168:2170:4,M,2025-05-30,2025-05-29 22:20:00,2025-05-30 09:05:00,TRAIN
M:1h:1:-1:528:532:5,M,2025-05-30,2025-05-30 09:10:00,2025-05-30 09:25:00,TRAIN
M:15m:1:-1:2154:2162:3,M,2025-05-30,2025-05-30 09:15:00,2025-05-30 09:25:00,TRAIN
M:15m:1:-1:1734:1744:1,M,2025-05-30,2025-05-30 09:25:00,2025-05-30 10:40:00,TRAIN
M:1h:1:-1:528:532:6,M,2025-05-30,2025-05-30 09:25:00,2025-05-30 10:40:00,TRAIN
M:5m:1:-1:5211:5221:2,M,2025-05-30,2025-05-30 09:55:00,2025-05-30 11:10:00,TRAIN
M:15m:1:-1:1719:1725:2,M,2025-05-30,2025-05-30 09:55:00,2025-05-30 11:10:00,TRAIN
M:15m:1:-1:1734:1744:2,M,2025-05-30,2025-05-30 09:55:00,2025-05-30 11:10:00,TRAIN
M:15m:1:-1:1719:1725:3,M,2025-05-30,2025-05-30 10:05:00,2025-05-30 11:20:00,TRAIN
M:15m:1:-1:1734:1744:3,M,2025-05-30,2025-05-30 11:10:00,2025-05-30 14:05:00,TRAIN
M:1h:1:1:659:666:1,M,2025-05-30,2025-05-30 14:20:00,2025-05-30 15:00:00,TRAIN
RB:5m:1:1:6509:6514:1,RB,2025-05-30,2025-05-29 21:55:00,2025-05-29 22:55:00,TRAIN
RB:5m:1:1:6509:6514:2,RB,2025-05-30,2025-05-30 09:05:00,2025-05-30 09:40:00,TRAIN
RB:15m:1:1:2160:2164:1,RB,2025-05-30,2025-05-30 09:10:00,2025-05-30 09:45:00,TRAIN
RB:5m:1:-1:6563:6568:1,RB,2025-05-30,2025-05-30 10:45:00,2025-05-30 11:00:00,TRAIN
RB:5m:1:-1:6550:6552:1,RB,2025-05-30,2025-05-30 11:15:00,2025-05-30 14:15:00,TRAIN
RB:5m:1:-1:6550:6552:2,RB,2025-05-30,2025-05-30 13:45:00,2025-05-30 14:45:00,TRAIN
AG:5m:1:-1:6049:6053:2,AG,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
AG:5m:1:-1:6194:6195:1,AG,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
AG:15m:1:-1:2027:2034:4,AG,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
AG:15m:1:-1:2060:2066:1,AG,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
AG:1h:0:-1:599:648:1,AG,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
AG:5m:1:-1:10512:10523:1,AG,2025-06-03,2025-06-03 14:05:00,2025-06-03 21:05:00,TRAIN
AG:5m:1:-1:10512:10523:2,AG,2025-06-03,2025-06-03 14:25:00,2025-06-03 21:05:00,TRAIN
AG:5m:1:-1:10512:10523:3,AG,2025-06-03,2025-06-03 14:55:00,2025-06-03 21:55:00,TRAIN
CU:5m:1:-1:8730:8736:1,CU,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
CU:5m:0:-1:8730:8800:1,CU,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
CU:15m:1:-1:2867:2872:3,CU,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
CU:15m:1:-1:2910:2912:1,CU,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
CU:1h:1:-1:847:856:1,CU,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
CU:5m:0:1:7340:7376:3,CU,2025-06-03,2025-06-03 13:35:00,2025-06-03 14:35:00,TRAIN
CU:5m:1:1:7429:7434:1,CU,2025-06-03,2025-06-03 13:35:00,2025-06-03 14:35:00,TRAIN
CU:5m:0:1:7429:7482:1,CU,2025-06-03,2025-06-03 13:35:00,2025-06-03 14:35:00,TRAIN
CU:15m:1:1:2476:2478:1,CU,2025-06-03,2025-06-03 13:35:00,2025-06-03 14:35:00,TRAIN
CU:15m:0:1:2424:2547:1,CU,2025-06-03,2025-06-03 13:35:00,2025-06-03 14:35:00,TRAIN
CU:1h:1:1:689:695:5,CU,2025-06-03,2025-06-03 13:35:00,2025-06-03 14:35:00,TRAIN
CU:1h:1:1:721:729:15,CU,2025-06-03,2025-06-03 13:35:00,2025-06-03 14:35:00,TRAIN
CU:15m:1:1:2940:2943:2,CU,2025-06-03,2025-06-03 13:45:00,2025-06-03 14:45:00,TRAIN
CU:1h:1:1:784:790:8,CU,2025-06-03,2025-06-03 13:45:00,2025-06-03 14:45:00,TRAIN
CU:1h:1:1:689:695:6,CU,2025-06-03,2025-06-03 13:55:00,2025-06-03 14:55:00,TRAIN
CU:5m:1:1:7429:7434:2,CU,2025-06-03,2025-06-03 14:05:00,2025-06-03 21:05:00,TRAIN
CU:5m:0:1:7429:7482:2,CU,2025-06-03,2025-06-03 14:05:00,2025-06-03 21:05:00,TRAIN
CU:15m:1:1:2476:2478:2,CU,2025-06-03,2025-06-03 14:30:00,2025-06-03 21:05:00,TRAIN
CU:5m:1:1:8863:8866:1,CU,2025-06-03,2025-06-03 14:35:00,2025-06-03 21:05:00,TRAIN
CU:1h:1:1:689:695:7,CU,2025-06-03,2025-06-03 14:35:00,2025-06-03 21:05:00,TRAIN
M:5m:1:1:6505:6510:1,M,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
M:5m:1:1:6545:6552:1,M,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
M:5m:0:1:6489:6556:1,M,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
M:15m:1:1:2168:2170:5,M,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
M:15m:1:1:2179:2184:1,M,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
M:1h:1:1:659:666:2,M,2025-06-03,2025-06-03 09:05:00,2025-06-03 10:05:00,TRAIN
M:5m:1:1:6157:6171:2,M,2025-06-03,2025-06-03 10:05:00,2025-06-03 11:20:00,TRAIN
M:15m:1:1:2046:2061:2,M,2025-06-03,2025-06-03 10:05:00,2025-06-03 11:20:00,TRAIN
M:1h:1:1:624:629:2,M,2025-06-03,2025-06-03 10:05:00,2025-06-03 11:20:00,TRAIN
M:15m:1:1:2046:2061:3,M,2025-06-03,2025-06-03 10:40:00,2025-06-03 11:20:00,TRAIN
M:1h:1:1:624:629:3,M,2025-06-03,2025-06-03 10:40:00,2025-06-03 11:20:00,TRAIN
M:1h:1:1:659:666:3,M,2025-06-03,2025-06-03 10:55:00,2025-06-03 11:30:00,TRAIN
M:5m:1:-1:6601:6609:1,M,2025-06-03,2025-06-03 11:25:00,2025-06-03 14:00:00,TRAIN
M:5m:1:1:6157:6171:3,M,2025-06-03,2025-06-03 14:00:00,2025-06-03 15:00:00,TRAIN
M:15m:1:1:2046:2061:4,M,2025-06-03,2025-06-03 14:00:00,2025-06-03 15:00:00,TRAIN
M:1h:1:1:624:629:4,M,2025-06-03,2025-06-03 14:00:00,2025-06-03 15:00:00,TRAIN
M:5m:1:1:6157:6171:4,M,2025-06-03,2025-06-03 14:30:00,2025-06-03 21:30:00,TRAIN
M:15m:1:1:2046:2061:5,M,2025-06-03,2025-06-03 14:30:00,2025-06-03 21:30:00,TRAIN
M:1h:1:1:624:629:5,M,2025-06-03,2025-06-03 14:30:00,2025-06-03 21:30:00,TRAIN
M:5m:1:1:6157:6171:5,M,2025-06-03,2025-06-03 14:45:00,2025-06-03 21:45:00,TRAIN
M:15m:1:1:2046:2061:6,M,2025-06-03,2025-06-03 14:50:00,2025-06-03 21:40:00,TRAIN
M:1h:1:1:624:629:6,M,2025-06-03,2025-06-03 14:50:00,2025-06-03 21:40:00,TRAIN
RB:5m:1:-1:6604:6612:1,RB,2025-06-03,2025-06-03 11:00:00,2025-06-03 14:00:00,TRAIN
AG:5m:1:1:10593:10602:1,AG,2025-06-04,2025-06-04 13:35:00,2025-06-04 14:35:00,TRAIN
AG:5m:1:1:10610:10614:1,AG,2025-06-04,2025-06-04 13:35:00,2025-06-04 14:35:00,TRAIN
AG:15m:1:1:3531:3539:1,AG,2025-06-04,2025-06-04 13:35:00,2025-06-04 14:35:00,TRAIN
AG:15m:1:1:3531:3539:2,AG,2025-06-04,2025-06-04 13:55:00,2025-06-04 14:35:00,TRAIN
AG:15m:1:1:3531:3539:3,AG,2025-06-04,2025-06-04 14:05:00,2025-06-04 14:35:00,TRAIN
AG:5m:1:1:10593:10602:2,AG,2025-06-04,2025-06-04 14:10:00,2025-06-04 21:05:00,TRAIN
AG:5m:1:1:10648:10653:1,AG,2025-06-04,2025-06-04 15:00:00,2025-06-04 21:10:00,TRAIN
AG:15m:1:1:3531:3539:4,AG,2025-06-04,2025-06-04 15:00:00,2025-06-04 21:10:00,TRAIN
CU:15m:1:-1:2944:2953:1,CU,2025-06-04,2025-06-03 21:05:00,2025-06-03 21:40:00,TRAIN
CU:15m:1:-1:2867:2872:4,CU,2025-06-04,2025-06-03 21:20:00,2025-06-03 21:40:00,TRAIN
